event_time,store_id,queue_length,transactions_last_15min,stock_alerts
2025-06-01 20:44:00,STORE05,4,10,0
2025-06-01 20:50:00,STORE01,6,6,0
2025-06-01 20:53:00,STORE04,4,5,2
2025-06-01 20:58:00,STORE10,3,6,1
2025-06-01 21:03:00,STORE10,3,4,1
2025-06-01 21:09:00,STORE06,4,9,0
2025-06-01 21:15:00,STORE12,4,8,0
2025-06-01 21:21:00,STORE05,3,8,1
2025-06-01 21:26:00,STORE04,5,4,3
2025-06-01 21:30:00,STORE10,4,4,0
2025-06-01 21:37:00,STORE01,5,12,1
2025-06-01 21:40:00,STORE04,3,7,1
2025-06-01 21:45:00,STORE02,5,5,0
2025-06-01 21:51:00,STORE07,4,5,1
2025-06-01 21:53:00,STORE12,8,6,1
2025-06-01 22:02:00,STORE10,2,7,3
2025-06-01 22:05:00,STORE05,4,3,2
2025-06-01 22:09:00,STORE11,7,5,0
2025-06-01 22:14:00,STORE01,5,3,2
2025-06-01 22:22:00,STORE12,2,12,0
2025-06-01 22:24:00,STORE11,1,11,0
2025-06-01 22:31:00,STORE07,7,6,2
2025-06-01 22:35:00,STORE06,4,9,1
2025-06-01 22:42:00,STORE06,8,10,4
2025-06-01 22:45:00,STORE02,5,5,1
2025-06-01 22:52:00,STORE12,3,9,2
2025-06-01 22:56:00,STORE03,5,6,1
2025-06-01 22:58:00,STORE09,3,7,0
2025-06-01 23:07:00,STORE06,5,7,0
2025-06-01 23:11:00,STORE03,4,6,3
2025-06-01 23:15:00,STORE07,6,8,2
2025-06-01 23:19:00,STORE04,6,12,2
2025-06-01 23:26:00,STORE03,3,6,1
2025-06-01 23:32:00,STORE12,1,10,2
2025-06-01 23:33:00,STORE12,6,9,0
2025-06-01 23:40:00,STORE12,5,6,1
2025-06-01 23:46:00,STORE01,4,4,2
2025-06-01 23:49:00,STORE01,3,4,0
2025-06-01 23:53:00,STORE07,3,5,3
2025-06-02 00:01:00,STORE04,6,13,2
2025-06-02 00:07:00,STORE08,2,8,1
2025-06-02 00:09:00,STORE12,4,6,0
2025-06-02 00:16:00,STORE05,1,8,0
2025-06-02 00:22:00,STORE07,4,5,2
2025-06-02 00:23:00,STORE10,7,5,3
2025-06-02 00:29:00,STORE10,5,8,0
2025-06-02 00:36:00,STORE05,3,6,2
2025-06-02 00:40:00,STORE03,6,6,1
2025-06-02 00:46:00,STORE11,6,9,0
2025-06-02 00:51:00,STORE10,4,11,1
2025-06-02 00:54:00,STORE10,1,5,0
2025-06-02 01:01:00,STORE01,4,6,1
2025-06-02 01:06:00,STORE09,0,7,1
2025-06-02 01:11:00,STORE10,4,8,1
2025-06-02 01:13:00,STORE07,6,6,2
2025-06-02 01:20:00,STORE04,3,6,0
2025-06-02 01:26:00,STORE05,3,10,0
2025-06-02 01:29:00,STORE07,5,5,0
2025-06-02 01:37:00,STORE06,3,9,0
2025-06-02 01:40:00,STORE05,7,9,1
2025-06-02 01:44:00,STORE05,2,3,1
2025-06-02 01:52:00,STORE09,2,6,1
2025-06-02 01:57:00,STORE12,4,7,0
2025-06-02 01:59:00,STORE05,5,6,2
2025-06-02 02:07:00,STORE05,2,11,2
2025-06-02 02:12:00,STORE09,4,8,1
2025-06-02 02:16:00,STORE08,4,5,1
2025-06-02 02:18:00,STORE06,3,7,0
2025-06-02 02:23:00,STORE01,5,6,1
2025-06-02 02:29:00,STORE08,1,10,1
2025-06-02 02:33:00,STORE12,0,5,1
2025-06-02 02:39:00,STORE09,2,12,0
2025-06-02 02:46:00,STORE11,2,6,1
2025-06-02 02:51:00,STORE01,2,12,1
2025-06-02 02:56:00,STORE11,7,5,1
2025-06-02 02:58:00,STORE03,8,9,1
2025-06-02 03:05:00,STORE02,2,5,2
2025-06-02 03:09:00,STORE03,4,11,0
2025-06-02 03:13:00,STORE07,1,7,1
2025-06-02 03:18:00,STORE03,1,5,0
2025-06-02 03:26:00,STORE02,3,10,1
2025-06-02 03:30:00,STORE05,4,5,0
2025-06-02 03:33:00,STORE05,3,11,0
2025-06-02 03:39:00,STORE09,3,12,0
2025-06-02 03:44:00,STORE05,2,11,0
2025-06-02 03:51:00,STORE08,0,5,1
2025-06-02 03:57:00,STORE12,1,6,1
2025-06-02 04:00:00,STORE07,6,8,1
2025-06-02 04:05:00,STORE01,3,10,2
2025-06-02 04:09:00,STORE08,4,14,2
2025-06-02 04:14:00,STORE03,5,10,2
2025-06-02 04:18:00,STORE07,3,5,0
2025-06-02 04:25:00,STORE06,4,4,2
2025-06-02 04:29:00,STORE09,3,11,1
2025-06-02 04:33:00,STORE04,3,10,2
2025-06-02 04:42:00,STORE04,2,3,0
2025-06-02 04:44:00,STORE02,8,9,4
2025-06-02 04:48:00,STORE07,2,7,0
2025-06-02 04:56:00,STORE12,3,10,1
2025-06-02 04:59:00,STORE01,6,1,3
2025-06-02 05:03:00,STORE09,2,4,2
2025-06-02 05:12:00,STORE04,5,8,1
2025-06-02 05:13:00,STORE12,3,9,2
2025-06-02 05:19:00,STORE04,8,13,4
2025-06-02 05:26:00,STORE08,5,9,1
2025-06-02 05:32:00,STORE09,6,6,0
2025-06-02 05:35:00,STORE02,5,9,2
2025-06-02 05:42:00,STORE10,6,10,3
2025-06-02 05:45:00,STORE09,4,7,0
2025-06-02 05:48:00,STORE07,4,4,1
2025-06-02 05:57:00,STORE03,3,6,0
2025-06-02 06:01:00,STORE11,3,6,0
2025-06-02 06:05:00,STORE04,3,6,2
2025-06-02 06:12:00,STORE10,4,10,3
2025-06-02 06:14:00,STORE04,4,7,1
2025-06-02 06:19:00,STORE05,7,6,0
2025-06-02 06:27:00,STORE07,3,7,2
2025-06-02 06:31:00,STORE11,3,7,2
2025-06-02 06:34:00,STORE03,3,10,2
2025-06-02 06:41:00,STORE04,4,3,0
2025-06-02 06:46:00,STORE08,5,9,1
2025-06-02 06:52:00,STORE07,9,4,1
2025-06-02 06:54:00,STORE11,7,8,0
2025-06-02 07:01:00,STORE12,5,6,1
2025-06-02 07:03:00,STORE07,6,13,2
2025-06-02 07:10:00,STORE07,6,9,2
2025-06-02 07:16:00,STORE12,5,7,1
2025-06-02 07:18:00,STORE07,5,8,0
2025-06-02 07:26:00,STORE04,6,7,3
2025-06-02 07:30:00,STORE02,6,3,2
2025-06-02 07:36:00,STORE01,7,2,0
2025-06-02 07:39:00,STORE09,5,4,0
2025-06-02 07:44:00,STORE12,2,11,0
2025-06-02 07:49:00,STORE11,4,4,0
2025-06-02 07:54:00,STORE03,3,10,0
2025-06-02 07:58:00,STORE07,4,5,1
2025-06-02 08:04:00,STORE09,4,9,0
2025-06-02 08:12:00,STORE08,2,9,0
2025-06-02 08:13:00,STORE03,3,6,3
2025-06-02 08:20:00,STORE05,4,7,3
2025-06-02 08:23:00,STORE03,6,3,2
2025-06-02 08:28:00,STORE11,2,6,0
2025-06-02 08:34:00,STORE06,4,6,2
2025-06-02 08:42:00,STORE12,2,13,0
2025-06-02 08:43:00,STORE09,2,7,2
2025-06-02 08:50:00,STORE01,4,7,2
2025-06-02 08:56:00,STORE03,3,8,0
2025-06-02 08:58:00,STORE10,1,4,1
2025-06-02 09:06:00,STORE07,6,7,3
2025-06-02 09:08:00,STORE02,6,3,0
2025-06-02 09:15:00,STORE08,3,5,3
2025-06-02 09:22:00,STORE05,6,7,0
2025-06-02 09:27:00,STORE10,4,5,3
2025-06-02 09:29:00,STORE06,5,4,1
2025-06-02 09:33:00,STORE10,1,5,2
2025-06-02 09:39:00,STORE01,4,6,1
2025-06-02 09:44:00,STORE08,3,4,2
2025-06-02 09:48:00,STORE04,3,7,0
2025-06-02 09:55:00,STORE01,3,12,1
2025-06-02 09:58:00,STORE02,5,5,0
2025-06-02 10:03:00,STORE10,5,6,1
2025-06-02 10:09:00,STORE07,4,6,2
2025-06-02 10:15:00,STORE11,5,7,0
2025-06-02 10:18:00,STORE12,4,4,0
2025-06-02 10:27:00,STORE10,5,5,0
2025-06-02 10:31:00,STORE10,2,10,3
2025-06-02 10:35:00,STORE01,3,9,0
2025-06-02 10:40:00,STORE06,5,9,0
2025-06-02 10:46:00,STORE01,7,5,1
2025-06-02 10:48:00,STORE07,5,7,4
2025-06-02 10:53:00,STORE09,4,16,1
2025-06-02 11:01:00,STORE07,7,6,4
2025-06-02 11:04:00,STORE05,6,8,1
2025-06-02 11:08:00,STORE06,5,6,1
2025-06-02 11:15:00,STORE04,2,10,1
2025-06-02 11:22:00,STORE01,4,8,1
2025-06-02 11:23:00,STORE07,5,6,0
2025-06-02 11:29:00,STORE02,4,11,1
2025-06-02 11:36:00,STORE11,5,14,1
2025-06-02 11:39:00,STORE01,3,14,1
2025-06-02 11:47:00,STORE12,4,7,0
2025-06-02 11:48:00,STORE02,3,12,2
2025-06-02 11:54:00,STORE04,3,6,1
2025-06-02 11:59:00,STORE07,6,8,0
2025-06-02 12:03:00,STORE10,3,6,0
2025-06-02 12:09:00,STORE11,2,4,0
2025-06-02 12:15:00,STORE09,2,9,0
2025-06-02 12:21:00,STORE09,4,7,1
2025-06-02 12:25:00,STORE01,3,9,1
2025-06-02 12:28:00,STORE08,3,5,2
2025-06-02 12:35:00,STORE08,5,9,0
2025-06-02 12:39:00,STORE11,7,9,1
2025-06-02 12:47:00,STORE04,1,14,0
2025-06-02 12:48:00,STORE06,3,8,1
2025-06-02 12:54:00,STORE07,1,9,0
2025-06-02 12:59:00,STORE06,5,10,0
2025-06-02 13:07:00,STORE06,2,6,3
2025-06-02 13:10:00,STORE04,2,8,1
2025-06-02 13:15:00,STORE01,5,5,2
2025-06-02 13:18:00,STORE02,6,6,2
2025-06-02 13:24:00,STORE08,3,10,1
2025-06-02 13:32:00,STORE01,3,8,0
2025-06-02 13:33:00,STORE04,3,9,0
2025-06-02 13:42:00,STORE01,3,4,0
2025-06-02 13:47:00,STORE06,4,7,2
2025-06-02 13:52:00,STORE12,7,5,0
2025-06-02 13:56:00,STORE11,4,3,1
2025-06-02 14:00:00,STORE06,2,8,0
2025-06-02 14:05:00,STORE09,2,5,0
2025-06-02 14:11:00,STORE07,2,3,1
2025-06-02 14:15:00,STORE10,5,7,0
2025-06-02 14:21:00,STORE09,2,5,0
2025-06-02 14:24:00,STORE01,3,7,1
2025-06-02 14:28:00,STORE02,4,5,0
2025-06-02 14:34:00,STORE10,2,6,1
2025-06-02 14:42:00,STORE11,2,5,2
2025-06-02 14:47:00,STORE01,2,7,1
2025-06-02 14:50:00,STORE02,5,4,1
2025-06-02 14:57:00,STORE09,4,6,1
2025-06-02 14:58:00,STORE12,7,10,1
2025-06-02 15:07:00,STORE03,5,11,1
2025-06-02 15:09:00,STORE06,4,8,1
2025-06-02 15:17:00,STORE12,1,6,1
2025-06-02 15:20:00,STORE03,7,10,2
2025-06-02 15:25:00,STORE08,7,8,1
2025-06-02 15:31:00,STORE12,6,7,1
2025-06-02 15:37:00,STORE12,3,9,0
2025-06-02 15:41:00,STORE05,5,11,1
2025-06-02 15:46:00,STORE08,4,6,0
2025-06-02 15:49:00,STORE03,9,4,2
2025-06-02 15:57:00,STORE05,2,5,1
2025-06-02 16:00:00,STORE04,7,8,2
2025-06-02 16:06:00,STORE10,3,9,2
2025-06-02 16:12:00,STORE10,4,8,0
2025-06-02 16:15:00,STORE02,4,9,0
2025-06-02 16:20:00,STORE03,4,9,0
2025-06-02 16:23:00,STORE10,8,4,4
2025-06-02 16:32:00,STORE04,1,7,2
2025-06-02 16:34:00,STORE04,3,5,0
2025-06-02 16:41:00,STORE12,3,5,0
2025-06-02 16:44:00,STORE03,2,7,0
2025-06-02 16:50:00,STORE06,3,9,0
2025-06-02 16:55:00,STORE03,6,6,1
2025-06-02 16:59:00,STORE05,4,8,1
2025-06-02 17:03:00,STORE09,4,10,1
2025-06-02 17:08:00,STORE05,6,4,0
2025-06-02 17:16:00,STORE08,5,11,1
2025-06-02 17:22:00,STORE05,3,6,1
2025-06-02 17:26:00,STORE01,5,8,1
2025-06-02 17:29:00,STORE07,3,13,4
2025-06-02 17:37:00,STORE10,3,9,1
2025-06-02 17:38:00,STORE12,2,7,2
2025-06-02 17:43:00,STORE11,0,7,0
2025-06-02 17:51:00,STORE04,6,13,1
2025-06-02 17:53:00,STORE11,6,6,1
2025-06-02 18:00:00,STORE07,9,7,1
2025-06-02 18:03:00,STORE07,5,4,1
2025-06-02 18:10:00,STORE07,5,12,1
2025-06-02 18:13:00,STORE04,3,7,1
2025-06-02 18:21:00,STORE03,5,6,0
2025-06-02 18:26:00,STORE02,6,8,0
2025-06-02 18:32:00,STORE04,4,10,1
2025-06-02 18:35:00,STORE09,2,8,1
2025-06-02 18:42:00,STORE04,4,5,3
2025-06-02 18:43:00,STORE03,2,6,1
2025-06-02 18:52:00,STORE11,3,4,2
2025-06-02 18:53:00,STORE04,3,7,0
2025-06-02 18:59:00,STORE09,3,9,1
2025-06-02 19:06:00,STORE09,4,14,0
2025-06-02 19:08:00,STORE05,5,3,0
2025-06-02 19:17:00,STORE06,6,4,5
2025-06-02 19:20:00,STORE12,4,7,1
2025-06-02 19:23:00,STORE04,4,2,0
2025-06-02 19:31:00,STORE02,2,5,0
2025-06-02 19:37:00,STORE07,5,7,0
2025-06-02 19:42:00,STORE02,4,8,2
2025-06-02 19:43:00,STORE08,6,8,1
2025-06-02 19:48:00,STORE03,3,7,3
2025-06-02 19:56:00,STORE11,5,6,4
2025-06-02 20:01:00,STORE12,2,5,1
2025-06-02 20:03:00,STORE11,2,6,1
2025-06-02 20:08:00,STORE02,4,11,3
2025-06-02 20:15:00,STORE08,6,1,0
2025-06-02 20:19:00,STORE08,2,11,0
2025-06-02 20:23:00,STORE08,8,8,0
2025-06-02 20:30:00,STORE07,2,5,1
2025-06-02 20:34:00,STORE02,10,10,0
2025-06-02 20:39:00,STORE01,3,10,0
2025-06-02 20:45:00,STORE03,3,6,1
2025-06-02 20:49:00,STORE11,5,3,0
2025-06-02 20:55:00,STORE05,4,8,0
2025-06-02 21:02:00,STORE12,3,2,1
2025-06-02 21:05:00,STORE03,5,9,0
2025-06-02 21:09:00,STORE06,3,6,2
2025-06-02 21:15:00,STORE04,5,7,1
2025-06-02 21:20:00,STORE11,4,10,0
2025-06-02 21:26:00,STORE09,4,11,0
2025-06-02 21:32:00,STORE06,5,8,0
2025-06-02 21:36:00,STORE05,6,10,1
2025-06-02 21:39:00,STORE05,3,8,1
2025-06-02 21:43:00,STORE03,2,6,1
2025-06-02 21:51:00,STORE02,3,6,1
2025-06-02 21:53:00,STORE02,5,8,3
2025-06-02 21:59:00,STORE02,1,7,4
2025-06-02 22:05:00,STORE08,5,4,0
2025-06-02 22:11:00,STORE12,4,6,1
2025-06-02 22:16:00,STORE05,3,4,1
2025-06-02 22:21:00,STORE06,5,9,1
2025-06-02 22:25:00,STORE03,0,12,0
2025-06-02 22:28:00,STORE11,3,6,2
2025-06-02 22:37:00,STORE03,2,7,1
2025-06-02 22:39:00,STORE02,5,11,0
2025-06-02 22:43:00,STORE08,1,6,3
2025-06-02 22:50:00,STORE02,3,11,1
2025-06-02 22:53:00,STORE01,1,7,1
2025-06-02 23:02:00,STORE05,2,5,1
2025-06-02 23:04:00,STORE03,3,11,0
2025-06-02 23:09:00,STORE07,1,9,0
2025-06-02 23:15:00,STORE03,6,8,1
2025-06-02 23:22:00,STORE05,1,6,2
2025-06-02 23:24:00,STORE10,2,8,1
2025-06-02 23:30:00,STORE08,5,11,0
2025-06-02 23:35:00,STORE01,2,7,1
2025-06-02 23:42:00,STORE07,2,3,3
2025-06-02 23:43:00,STORE10,2,8,1
2025-06-02 23:48:00,STORE06,2,8,0
2025-06-02 23:53:00,STORE08,4,5,0
2025-06-02 23:59:00,STORE09,3,8,1
2025-06-03 00:03:00,STORE04,7,9,3
2025-06-03 00:09:00,STORE01,4,5,1
2025-06-03 00:15:00,STORE02,3,9,0
2025-06-03 00:22:00,STORE07,2,7,1
2025-06-03 00:27:00,STORE12,3,10,3
2025-06-03 00:30:00,STORE06,2,8,0
2025-06-03 00:37:00,STORE08,3,4,1
2025-06-03 00:40:00,STORE11,4,6,0
2025-06-03 00:43:00,STORE10,1,7,1
2025-06-03 00:52:00,STORE03,5,10,1
2025-06-03 00:56:00,STORE11,4,10,1
2025-06-03 01:02:00,STORE11,5,8,2
2025-06-03 01:05:00,STORE06,4,6,1
2025-06-03 01:09:00,STORE11,1,10,2
2025-06-03 01:17:00,STORE09,4,7,1
2025-06-03 01:20:00,STORE10,1,8,1
2025-06-03 01:26:00,STORE07,3,6,0
2025-06-03 01:28:00,STORE07,3,12,3
2025-06-03 01:37:00,STORE12,5,6,0
2025-06-03 01:41:00,STORE01,4,6,1
2025-06-03 01:46:00,STORE05,2,11,2
2025-06-03 01:52:00,STORE05,3,5,1
2025-06-03 01:54:00,STORE03,3,11,1
2025-06-03 02:02:00,STORE01,4,4,2
2025-06-03 02:03:00,STORE01,7,7,1
2025-06-03 02:11:00,STORE05,3,4,0
2025-06-03 02:17:00,STORE08,8,5,0
2025-06-03 02:19:00,STORE06,2,4,1
2025-06-03 02:24:00,STORE12,6,3,1
2025-06-03 02:32:00,STORE09,4,4,3
2025-06-03 02:34:00,STORE11,4,10,1
2025-06-03 02:40:00,STORE02,6,3,1
2025-06-03 02:46:00,STORE04,6,8,3
2025-06-03 02:48:00,STORE10,5,11,2
2025-06-03 02:57:00,STORE12,4,9,0
2025-06-03 03:01:00,STORE10,8,7,0
2025-06-03 03:03:00,STORE08,2,8,2
2025-06-03 03:10:00,STORE09,3,15,1
2025-06-03 03:13:00,STORE04,2,7,0
2025-06-03 03:19:00,STORE05,3,5,3
2025-06-03 03:27:00,STORE08,4,5,1
2025-06-03 03:31:00,STORE02,5,10,0
2025-06-03 03:36:00,STORE04,4,7,3
2025-06-03 03:40:00,STORE09,7,5,1
2025-06-03 03:47:00,STORE05,5,6,1
2025-06-03 03:50:00,STORE12,4,5,1
2025-06-03 03:53:00,STORE11,3,9,0
2025-06-03 03:59:00,STORE10,2,10,1
2025-06-03 04:03:00,STORE04,4,1,1
2025-06-03 04:10:00,STORE01,7,4,5
2025-06-03 04:14:00,STORE09,8,10,1
2025-06-03 04:21:00,STORE09,3,6,1
2025-06-03 04:26:00,STORE11,3,8,2
2025-06-03 04:31:00,STORE09,3,10,0
2025-06-03 04:37:00,STORE03,5,8,1
2025-06-03 04:39:00,STORE04,6,8,1
2025-06-03 04:44:00,STORE08,3,7,1
2025-06-03 04:52:00,STORE04,4,6,1
2025-06-03 04:55:00,STORE07,4,10,0
2025-06-03 05:01:00,STORE10,6,9,0
2025-06-03 05:04:00,STORE02,3,11,0
2025-06-03 05:10:00,STORE07,3,8,1
2025-06-03 05:15:00,STORE04,6,5,2
2025-06-03 05:22:00,STORE09,3,7,0
2025-06-03 05:26:00,STORE03,2,6,0
2025-06-03 05:31:00,STORE11,1,5,1
2025-06-03 05:33:00,STORE05,3,13,5
2025-06-03 05:42:00,STORE11,7,6,0
2025-06-03 05:43:00,STORE09,4,9,2
2025-06-03 05:50:00,STORE02,5,8,0
2025-06-03 05:53:00,STORE03,4,5,0
2025-06-03 05:58:00,STORE10,1,9,2
2025-06-03 06:07:00,STORE02,9,7,2
2025-06-03 06:08:00,STORE09,9,9,1
2025-06-03 06:15:00,STORE08,2,8,2
2025-06-03 06:18:00,STORE09,5,4,0
2025-06-03 06:23:00,STORE09,4,5,1
2025-06-03 06:30:00,STORE10,4,2,1
2025-06-03 06:34:00,STORE11,4,12,2
2025-06-03 06:41:00,STORE11,3,7,3
2025-06-03 06:46:00,STORE09,9,4,0
2025-06-03 06:51:00,STORE08,4,10,2
2025-06-03 06:57:00,STORE07,3,11,2
2025-06-03 06:59:00,STORE12,2,11,0
2025-06-03 07:07:00,STORE10,4,7,2
2025-06-03 07:08:00,STORE04,4,7,0
2025-06-03 07:17:00,STORE12,2,3,0
2025-06-03 07:18:00,STORE11,1,5,1
2025-06-03 07:25:00,STORE04,2,4,0
2025-06-03 07:32:00,STORE08,2,4,1
2025-06-03 07:34:00,STORE01,2,10,2
2025-06-03 07:42:00,STORE01,6,18,2
2025-06-03 07:46:00,STORE12,2,8,1
2025-06-03 07:50:00,STORE03,5,7,1
2025-06-03 07:55:00,STORE03,5,6,0
2025-06-03 08:01:00,STORE05,5,9,0
2025-06-03 08:07:00,STORE09,2,6,0
2025-06-03 08:10:00,STORE07,9,3,1
2025-06-03 08:13:00,STORE11,4,6,1
